Avg_loss,Accuracy
0.7712763646205266,0.7227833333333333
0.6829131447394688,0.7600333333333333
0.624924183388551,0.7844166666666667
0.5830035471558571,0.8011333333333334
0.551638104257981,0.81195
0.527575327527523,0.8196166666666667
0.508728240352869,0.8246333333333333
0.4936825856516759,0.8293
0.4813828615427017,0.8329166666666666
0.4711055286814769,0.8363333333333334
0.4622974120939771,0.83895
0.4545781178469459,0.8416333333333333
0.44770452295889457,0.8437833333333333
0.44149836122492947,0.84615
0.4357816217727959,0.8479
0.43043205428520837,0.84985
0.425442258806775,0.8515166666666667
0.42077415931746365,0.8530333333333333
0.4162931396690508,0.8545333333333334
0.4121202143145104,0.8560333333333333
0.40813122451851763,0.85715
0.40432776924048863,0.8587833333333333
0.40067410040522616,0.8601666666666666
0.39715238520130514,0.8616333333333334
0.3937302485535542,0.863
0.3904540544698636,0.864
0.38727259144956866,0.8652333333333333
0.384170552388827,0.86645
0.38117625883581735,0.8671833333333333
0.37827355831141274,0.8681666666666666
0.37548793002851305,0.86885
0.37275225979723037,0.86975
0.3701029443225513,0.8707
0.3675361948682616,0.8713833333333333
0.3650394988980144,0.87225
0.362603997139136,0.8731
0.36021114440063634,0.8739666666666667
0.35785648336037995,0.8746
0.35557123454821604,0.8755166666666667
0.35332713603600857,0.8764333333333333
0.35112004333188135,0.8772166666666666
0.3489817215171953,0.8780166666666667
0.3468687125964711,0.8787
0.34481408023759724,0.8795166666666666
0.34274368545102574,0.8802
0.34074444694047173,0.88075
0.3387666125965615,0.8814666666666666
0.33683075596181056,0.8822166666666666
0.33493043300552916,0.8830333333333333
0.33299216651363917,0.8835
0.3311177801242719,0.88415
0.32924892984175436,0.8847333333333334
0.3274085647198061,0.88545
0.3255637580790867,0.8862666666666666
0.3237656910530602,0.8869
0.3219835164844369,0.8877
0.32023426837505153,0.88835
0.3185076743343224,0.88865
0.31681124839149416,0.8891166666666667
0.31507438378948716,0.8896333333333334
0.313391761617735,0.8901333333333333
0.31173363909025986,0.8907166666666667
0.3100486848486587,0.8915
0.3083473850419745,0.8919666666666667
0.3067000427371512,0.89245
0.3050737085079153,0.8933
0.3034684978863845,0.8939333333333334
0.3019000343165671,0.8943833333333333
0.30033220634218305,0.8950833333333333
0.29876738543007525,0.89545
0.2971919624739637,0.8961166666666667
0.29563780915774407,0.89655
0.29409093696773053,0.8971833333333333
0.29261064750670146,0.8974
0.2910920538764447,0.8978666666666667
0.28962094817453377,0.8984166666666666
0.28817487521991136,0.8988166666666667
0.28673430387458454,0.89935
0.2852928192915705,0.8999
0.28382875407965236,0.9003833333333333
0.2823849397338306,0.9007666666666667
0.28094519547084346,0.90145
0.27950068614296614,0.90195
0.2781579692105452,0.9026
0.2767139325599186,0.90295
0.2753664828918874,0.90345
0.2740631283349047,0.9039
0.27274797707842663,0.9044833333333333
0.27133164196247234,0.90485
0.2699846930884756,0.9051833333333333
0.2686599360624328,0.9057
0.2673122412871569,0.9060666666666667
0.26599134938412655,0.90675
0.2647244673011514,0.9072
0.26345344029748813,0.9076
0.2621645774366955,0.9080333333333334
0.2609415878286585,0.90825
0.25965385516726724,0.9084666666666666
0.2584606021028012,0.9088666666666667
0.2571638174844906,0.9094166666666667
0.255883949954994,0.9097833333333334
0.254610859247266,0.91035
0.2533148275140673,0.9108833333333334
0.25210267531766245,0.9109166666666667
0.25082703888419394,0.9113833333333333
0.24968518233721454,0.9118833333333334
0.24826785019664094,0.91225
0.24710722440577423,0.9125833333333333
0.24590093701649457,0.9129
0.24475706888902932,0.9133333333333333
0.24355615542745218,0.9137666666666666
0.24240440186119327,0.9142666666666667
0.24121517748314267,0.9145833333333333
0.24008163524248327,0.915
0.23888418363782887,0.91545
0.2377302880945305,0.9158833333333334
0.23652630186009532,0.9163
0.2354413791049427,0.9167833333333333
0.23429797420576215,0.91715
0.23310672110499192,0.91755
0.2319615919817239,0.9179666666666667
0.23073292384697125,0.9185333333333333
0.22961580111427854,0.91885
0.2285083112436502,0.91925
0.22746147942279155,0.9198666666666667
0.22629623574515184,0.9203833333333333
0.22512648443129535,0.92085
0.22408723158834812,0.9210833333333334
0.22293988897292874,0.9217333333333333
0.22185599746895024,0.9219166666666667
0.22077843264248223,0.9223666666666667
0.21959921931074933,0.92285
0.2184786746122564,0.9232833333333333
0.21741172182595667,0.9237166666666666
0.21627791921637643,0.92435
0.21524308397909625,0.9246
0.2142074594567064,0.9249833333333334
0.21306435120071596,0.9254
0.21192007260785128,0.9257666666666666
0.21077948831198737,0.9262166666666667
0.20967524496377446,0.9268833333333333
0.20857083941212234,0.92755
0.20747548451515224,0.9279333333333334
0.20641224704859779,0.9282666666666667
0.2054365506894576,0.92875
0.20435566737755823,0.9291166666666667
0.2033676902763856,0.9293833333333333
0.20230191224447142,0.9297833333333333
0.20124533846333312,0.9302
0.20023901841073918,0.9304833333333333
0.19923660419763375,0.9309333333333333
0.19818506006329942,0.9312333333333334
0.19710081155655595,0.93165
0.19610112668736837,0.93195
0.19510367298551526,0.9320833333333334
0.19406270630097328,0.9328833333333333
0.1930530800864411,0.9331
0.19201178249134682,0.9333333333333333
0.19111276330716598,0.9337666666666666
0.19007380994634393,0.9342166666666667
0.18915674363556317,0.9345833333333333
0.1879994260132468,0.9349833333333334
0.18710188429977279,0.9353833333333333
0.18620430249493414,0.9354
0.18522256721872837,0.9359
0.18423444395013308,0.93635
0.18326988938257563,0.9369166666666666
0.18229697432984443,0.9371
0.18127861930075256,0.93745
0.18037953599634735,0.9374833333333333
0.179501117352047,0.9377166666666666
0.17859316606563516,0.9379
0.1777405459758903,0.93825
0.17681729562514617,0.9387166666666666
0.17580788023355418,0.9389666666666666
0.1751872182898301,0.9391166666666667
0.1741966319765818,0.9393833333333333
0.1731018083021743,0.9397833333333333
0.17255532078696414,0.9398666666666666
0.17160415549840158,0.9403166666666667
0.17086225966340862,0.9403333333333334
0.16996352885066687,0.9405166666666667
0.16919323632613134,0.9408666666666666
0.1679827181310781,0.9412833333333334
0.16725574836737941,0.94135
0.16654419450529384,0.9418166666666666
0.16587040080344304,0.9419666666666666
0.16492197987027465,0.94225
0.16391335743600502,0.94285
0.16311209771914098,0.9431
0.16230093884932964,0.9433666666666667
0.1616025405845993,0.9435333333333333
0.16067012986557092,0.9439333333333333
0.15992049012843054,0.9442
0.1590831381386379,0.9444833333333333
0.15832326194019988,0.9448166666666666
0.1574261067686059,0.9451666666666667
0.15660089423000656,0.94535
0.1558873870906032,0.94555
0.1550418835633512,0.9460666666666666
0.15424397930299552,0.9462
0.15356930880820535,0.9464166666666667
0.15307479387978093,0.9463666666666667
0.1524854468438852,0.9468833333333333
0.1514900021444851,0.9470333333333333
0.1508320399391232,0.9471666666666667
0.15008945216183395,0.9474
0.14912680302207978,0.9478333333333333
0.14838768665506505,0.9481833333333334
0.14748437023797695,0.94845
0.1468593516807848,0.9486833333333333
0.14605390850712235,0.9491666666666667
0.14555440980178924,0.94925
0.14501657263367282,0.94935
0.1440888698562553,0.9498666666666666
0.1433001587874256,0.95005
0.1427649454840032,0.9502333333333334
0.14170816532096747,0.9505666666666667
0.14137539062304422,0.9507833333333333
0.14072950983949703,0.9508666666666666
0.13978031870884589,0.9513166666666667
0.1387059926178733,0.9516666666666667
0.13840581382098607,0.95175
0.13735473028138512,0.9522833333333334
0.13677786559792002,0.9523833333333334
0.13575667726453006,0.9528
0.13542670208954952,0.9529666666666666
0.13470280554690786,0.9532166666666667
0.13384143796171216,0.9535333333333333
0.13305692304240851,0.9537833333333333
0.13270346505846053,0.9541166666666666
0.13165133515220367,0.9544166666666667
0.13109199292517346,0.9549833333333333
0.12998784147375653,0.9554666666666667
0.1298024766170342,0.9554833333333334
0.12910222350116432,0.9557166666666667
0.12887955018423963,0.9555833333333333
0.12824171721596114,0.9558166666666666
0.12752604458180333,0.9559333333333333
0.12677555154305106,0.9565
0.12620948996158937,0.9565
0.12541467343904467,0.9569333333333333
0.1248815136551275,0.9570166666666666
0.12468471914963253,0.9568166666666666
0.12382373854486893,0.95725
0.12302790295654753,0.9573833333333334
0.12304760530911542,0.9572666666666667
0.12211879988883932,0.9575833333333333
0.12134525000940775,0.9577
0.12048772491655933,0.9581166666666666
0.12042557824222604,0.9581333333333333
0.11966481602907103,0.95845
0.11832952852070643,0.9591666666666666
0.11776601658870932,0.9592833333333334
0.11750723596710401,0.9593666666666667
0.11710539395788219,0.9595833333333333
0.11541834439025649,0.9602333333333334
0.11543336996736471,0.9603166666666667
0.11407281941454081,0.9609833333333333
0.1136263539277638,0.9609166666666666
0.11377362955468319,0.96095
0.11250639701915982,0.9615666666666667
0.11283239857760491,0.9613
0.11143676918460987,0.9618666666666666
0.11051324764650393,0.9624333333333334
0.11043376302816517,0.9622833333333334
0.10975182034818184,0.9623333333333334
0.10915485541501355,0.9626166666666667
0.10848847005902984,0.9629
0.10853901500861976,0.9628666666666666
0.10726029603873419,0.9632666666666667
0.10716444432144247,0.9633666666666667
0.1070386005500351,0.9631833333333333
0.10585551232668028,0.9638666666666666
0.10549717688726572,0.9638666666666666
0.10440217869792055,0.9646333333333333
0.10419376188484214,0.9644333333333334
0.10353346658153072,0.9647
0.10295488102905219,0.9648666666666667
0.10220840915196652,0.965
0.10134172290865293,0.9653833333333334
0.10157055425448731,0.9652166666666666
0.10130993380837026,0.9654
0.09971756562361454,0.9661666666666666
0.09970433584389393,0.9660666666666666
0.09922079761690111,0.9664666666666667
0.09802416699263074,0.9667833333333333
0.09765106366151595,0.9669666666666666
0.09656066846205504,0.9672333333333333
0.09654424282417166,0.9674666666666667
0.0957785789100104,0.9675833333333334
0.09488380766374563,0.9676833333333333
0.0945367891090049,0.9680166666666666
0.09503547669907178,0.96795
0.09358670193132129,0.9682666666666667
0.0925119958774633,0.9687333333333333
0.09255276795299142,0.9687333333333333
0.09316309966366389,0.96835
0.09172132244583918,0.9688666666666667
0.09206463828097525,0.9687666666666667
0.09061609267982422,0.9694333333333334
0.09087350814503152,0.9691833333333333
0.0899608364980144,0.9696833333333333
0.08876391253022788,0.9700333333333333
0.08915269877455624,0.9697833333333333
0.08852092879602763,0.9701
0.08768978710830366,0.9702666666666667
0.08732634132475942,0.97035
0.08839510195025747,0.9697833333333333
0.08645984162502574,0.9705833333333334
0.08668156095740075,0.9705166666666667
0.08759368014323797,0.9698833333333333
0.08711815623971633,0.9701666666666666
0.08490774272029715,0.97105
0.08540681864983053,0.9705833333333334
0.08383670450604017,0.9713333333333334
0.08368018143483592,0.9713166666666667
0.0840201853546702,0.9713666666666667
0.08389546258216724,0.9712166666666666
0.08199864285782872,0.9719333333333333
0.08244302933453194,0.9718333333333333
0.0820177956072439,0.97185
0.0811129209923752,0.9722
0.08051869825301596,0.9722333333333333
0.08019901539567606,0.97255
0.07933645117284904,0.9728166666666667
0.07975142744539286,0.9724666666666667
0.07841907578751367,0.97305
0.0786628338198226,0.9728666666666667
0.07694465583369213,0.9740333333333333
0.07854694492456135,0.9731333333333333
0.07747904941354646,0.9732833333333333
0.07657300150231555,0.97365
0.07701806695117654,0.97335
0.07573604521855208,0.9740333333333333
0.07476738534659089,0.9745166666666667
0.07466533251090732,0.9745833333333334
0.07447653345593135,0.9745666666666667
0.07364781456748605,0.97495
0.073826074737616,0.9746833333333333
0.0729279312001483,0.9750333333333333
0.07395515699372336,0.9743166666666667
0.07266613618873526,0.9751666666666666
0.07216831494190168,0.9753
0.07189277874021015,0.97535
0.07121912308892546,0.9756666666666667
0.0718991053767221,0.9752333333333333
0.07247020060433328,0.97475
0.07073570157499925,0.9758166666666667
0.07102596467509478,0.9753833333333334
0.07129520181637782,0.9752666666666666
0.06814144446249508,0.97725
0.06924360005560835,0.9763166666666667
0.06765479152536039,0.97705
0.0664450001748337,0.9778
0.06848739707433367,0.97665
0.0694960676840293,0.9761166666666666
0.06684521744475448,0.9773666666666667
0.06480603205762649,0.9782166666666666
0.06506349160049285,0.97815
0.06515742793059423,0.9779333333333333
0.06513761468525045,0.9778833333333333
0.06608155553961018,0.9775
0.06364048547771624,0.97855
0.06319139153894114,0.9789333333333333
0.0632430072002239,0.9787666666666667
0.06712776103090243,0.9774166666666667
0.06217947044345104,0.9791666666666666
0.06205319493483888,0.9792333333333333
0.06115989175865931,0.9796
0.0617140758031562,0.9793333333333333
0.06183170746184575,0.9793333333333333
0.06124100775842768,0.9794666666666667
0.060422326413714714,0.97965
0.06028538021784528,0.9797333333333333
0.05975622985536174,0.9800166666666666
0.059727755461720516,0.9799333333333333
0.05985602463494385,0.9799666666666667
0.05934430946556968,0.9802
0.059021554432120565,0.9803666666666667
0.05936005511014082,0.9800666666666666
0.057975143276786545,0.9805833333333334
0.05895103709732163,0.98025
0.05791442458282011,0.98055
0.05954522908000314,0.9800833333333333
0.058167538500360876,0.9805333333333334
0.056549221718558695,0.98105
0.057547708650352435,0.9808333333333333
0.05647735610239518,0.981
0.05648301707064772,0.9809166666666667
0.0560201818642449,0.9812166666666666
0.055512837856705785,0.9813
